city,dataset,result_id,homepage_url,download_url
San Francisco,Police Department Incident Reports: Historical 2003 to May 2018,tmnf-yvry,https://data.sfgov.org/Public-Safety/Police-Department-Incident-Reports-Historical-2003/tmnf-yvry,https://data.sfgov.org/api/views/tmnf-yvry/rows.csv?accessType=DOWNLOAD
San Francisco,Police Department Incident Reports: 2018 to Present,wg3w-h783,https://data.sfgov.org/Public-Safety/Police-Department-Incident-Reports-2018-to-Present/wg3w-h783,https://data.sfgov.org/api/views/wg3w-h783/rows.csv?accessType=DOWNLOAD
